news_id,user_id,title,news_type,news_title_hash
140,3519,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
140,3533,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
169,3549,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’",Fake,3D02CC
42,3554,National poll: Clinton leads Trump by 6,Real,B4EA27
45,3557,How to watch the first presidential debate,Real,F6430A
140,3571,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
138,3577,Obama Told Americans That Their Freedom Is Over And,Fake,8B4AE4
138,3595,Obama Told Americans That Their Freedom Is Over And,Fake,8B4AE4
42,3596,National poll: Clinton leads Trump by 6,Real,B4EA27
23,3635,Dem congressman to IRS: Audit the Trump Foundation,Real,5C5CB8
45,3648,How to watch the first presidential debate,Real,F6430A
42,3651,National poll: Clinton leads Trump by 6,Real,B4EA27
140,3723,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
115,3727,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,Fake,5D1A52
138,3727,Obama Told Americans That Their Freedom Is Over And,Fake,8B4AE4
42,3728,National poll: Clinton leads Trump by 6,Real,B4EA27
98,3733,Clinton Foundation Spent 5.7% on Charity; Rest Went to “Salaries” and “Other Expenses” – Eagle Rising,Fake,3A6ED0
140,3750,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
42,3752,National poll: Clinton leads Trump by 6,Real,B4EA27
23,3753,Dem congressman to IRS: Audit the Trump Foundation,Real,5C5CB8
140,3790,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
45,3833,How to watch the first presidential debate,Real,F6430A
41,3845,Joe Biden Slams Donald Trump's Comment That Housing Crisis Was 'Good Business',Real,92F413
150,3857,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
31,3873,Clinton: ‘The next 50 days will determine the next 50 years’,Real,C2F13C
150,3873,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
140,3893,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
138,3940,Obama Told Americans That Their Freedom Is Over And,Fake,8B4AE4
10,3965,"Donald Trump: Drugs a 'Very, Very Big Factor' in Charlotte Protests",Real,8FFAFB
109,3987,Californians Had Special Way to View the Eclipse… Now Hospitals Are Filling up,Fake,7E4715
150,3989,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
23,4010,Dem congressman to IRS: Audit the Trump Foundation,Real,5C5CB8
45,4010,How to watch the first presidential debate,Real,F6430A
115,4011,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,Fake,5D1A52
45,4014,How to watch the first presidential debate,Real,F6430A
17,4068,Jeb Bush to lecture at Harvard this fall,Real,A26558
23,4068,Dem congressman to IRS: Audit the Trump Foundation,Real,5C5CB8
45,4070,How to watch the first presidential debate,Real,F6430A
121,4080,"Homosexual Thinks Muslims Will Accept Him, Instantly Learns How They Deal With LGBT",Fake,78D9FA
45,4081,How to watch the first presidential debate,Real,F6430A
140,4102,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
82,4124,Details Emerge About NYC Bomb Suspect Ahmad Khan Rahami,Real,CA534D
140,4159,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
10,4214,"Donald Trump: Drugs a 'Very, Very Big Factor' in Charlotte Protests",Real,8FFAFB
45,4229,How to watch the first presidential debate,Real,F6430A
45,4243,How to watch the first presidential debate,Real,F6430A
10,4245,"Donald Trump: Drugs a 'Very, Very Big Factor' in Charlotte Protests",Real,8FFAFB
45,4273,How to watch the first presidential debate,Real,F6430A
150,4276,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
140,4303,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
42,4304,National poll: Clinton leads Trump by 6,Real,B4EA27
140,4310,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
45,4323,How to watch the first presidential debate,Real,F6430A
52,4350,In Defense of ‘He Said/She Said’ Journalism,Real,577445
107,4352,WHOA! NEW DISTURBING VIDEO Shows HILLARY'S Campaign Likely FAKED Her Audience At NC Rally * 100percentfedUp.com,Fake,633F13
45,4369,How to watch the first presidential debate,Real,F6430A
98,4374,Clinton Foundation Spent 5.7% on Charity; Rest Went to “Salaries” and “Other Expenses” – Eagle Rising,Fake,3A6ED0
138,4384,Obama Told Americans That Their Freedom Is Over And,Fake,8B4AE4
140,4384,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
45,4432,How to watch the first presidential debate,Real,F6430A
82,4461,Details Emerge About NYC Bomb Suspect Ahmad Khan Rahami,Real,CA534D
150,4470,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
140,4472,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
140,4476,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
115,4489,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,Fake,5D1A52
140,4489,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
45,4526,How to watch the first presidential debate,Real,F6430A
140,4536,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
150,4542,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
143,4550,"ALERT: Police Pull Over ‘Islamic Refugee,’ Horrified To See What Was In The Car",Fake,19776E
34,4590,Sacramento mayor punches pie thrower,Real,581460
75,4590,Tim Kaine on Libertarian ticket: 'Everybody knows they're not going to win',Real,2C2ED2
140,4600,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
10,4615,"Donald Trump: Drugs a 'Very, Very Big Factor' in Charlotte Protests",Real,8FFAFB
45,4633,How to watch the first presidential debate,Real,F6430A
45,4667,How to watch the first presidential debate,Real,F6430A
115,4705,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,Fake,5D1A52
140,4708,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
23,4730,Dem congressman to IRS: Audit the Trump Foundation,Real,5C5CB8
45,4730,How to watch the first presidential debate,Real,F6430A
140,4750,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
98,4751,Clinton Foundation Spent 5.7% on Charity; Rest Went to “Salaries” and “Other Expenses” – Eagle Rising,Fake,3A6ED0
98,4756,Clinton Foundation Spent 5.7% on Charity; Rest Went to “Salaries” and “Other Expenses” – Eagle Rising,Fake,3A6ED0
45,4760,How to watch the first presidential debate,Real,F6430A
42,4792,National poll: Clinton leads Trump by 6,Real,B4EA27
85,4800,Barack Obama at Benjamin Netanyahu meeting: 'He is always very candid with us',Real,535FB1
169,4801,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’",Fake,3D02CC
42,4820,National poll: Clinton leads Trump by 6,Real,B4EA27
140,4822,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
143,4823,"ALERT: Police Pull Over ‘Islamic Refugee,’ Horrified To See What Was In The Car",Fake,19776E
140,4833,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
34,4843,Sacramento mayor punches pie thrower,Real,581460
42,4843,National poll: Clinton leads Trump by 6,Real,B4EA27
51,4843,Trump labels Clinton 'weak and ineffective' in wake of bombings,Real,229D27
140,4846,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
115,4862,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,Fake,5D1A52
45,4864,How to watch the first presidential debate,Real,F6430A
98,4875,Clinton Foundation Spent 5.7% on Charity; Rest Went to “Salaries” and “Other Expenses” – Eagle Rising,Fake,3A6ED0
82,4879,Details Emerge About NYC Bomb Suspect Ahmad Khan Rahami,Real,CA534D
150,4890,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
109,4904,Californians Had Special Way to View the Eclipse… Now Hospitals Are Filling up,Fake,7E4715
45,4910,How to watch the first presidential debate,Real,F6430A
42,4921,National poll: Clinton leads Trump by 6,Real,B4EA27
17,4930,Jeb Bush to lecture at Harvard this fall,Real,A26558
51,4930,Trump labels Clinton 'weak and ineffective' in wake of bombings,Real,229D27
109,4954,Californians Had Special Way to View the Eclipse… Now Hospitals Are Filling up,Fake,7E4715
98,4964,Clinton Foundation Spent 5.7% on Charity; Rest Went to “Salaries” and “Other Expenses” – Eagle Rising,Fake,3A6ED0
109,4982,Californians Had Special Way to View the Eclipse… Now Hospitals Are Filling up,Fake,7E4715
21,5014,Anthony Weiner Under Federal Investigation for Alleged Sexting With a Minor,Real,9C8FAF
140,5015,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
115,5044,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,Fake,5D1A52
23,5049,Dem congressman to IRS: Audit the Trump Foundation,Real,5C5CB8
45,5049,How to watch the first presidential debate,Real,F6430A
115,5055,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,Fake,5D1A52
169,5055,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’",Fake,3D02CC
45,5057,How to watch the first presidential debate,Real,F6430A
45,5072,How to watch the first presidential debate,Real,F6430A
82,5103,Details Emerge About NYC Bomb Suspect Ahmad Khan Rahami,Real,CA534D
10,5115,"Donald Trump: Drugs a 'Very, Very Big Factor' in Charlotte Protests",Real,8FFAFB
21,5115,Anthony Weiner Under Federal Investigation for Alleged Sexting With a Minor,Real,9C8FAF
41,5115,Joe Biden Slams Donald Trump's Comment That Housing Crisis Was 'Good Business',Real,92F413
42,5115,National poll: Clinton leads Trump by 6,Real,B4EA27
42,5120,National poll: Clinton leads Trump by 6,Real,B4EA27
150,5120,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
121,5132,"Homosexual Thinks Muslims Will Accept Him, Instantly Learns How They Deal With LGBT",Fake,78D9FA
10,5136,"Donald Trump: Drugs a 'Very, Very Big Factor' in Charlotte Protests",Real,8FFAFB
21,5136,Anthony Weiner Under Federal Investigation for Alleged Sexting With a Minor,Real,9C8FAF
41,5136,Joe Biden Slams Donald Trump's Comment That Housing Crisis Was 'Good Business',Real,92F413
138,5146,Obama Told Americans That Their Freedom Is Over And,Fake,8B4AE4
140,5179,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
138,5189,Obama Told Americans That Their Freedom Is Over And,Fake,8B4AE4
45,5223,How to watch the first presidential debate,Real,F6430A
140,5231,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
10,5251,"Donald Trump: Drugs a 'Very, Very Big Factor' in Charlotte Protests",Real,8FFAFB
10,5292,"Donald Trump: Drugs a 'Very, Very Big Factor' in Charlotte Protests",Real,8FFAFB
140,5293,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
140,5327,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
150,5331,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
45,5342,How to watch the first presidential debate,Real,F6430A
109,5359,Californians Had Special Way to View the Eclipse… Now Hospitals Are Filling up,Fake,7E4715
45,5423,How to watch the first presidential debate,Real,F6430A
109,5424,Californians Had Special Way to View the Eclipse… Now Hospitals Are Filling up,Fake,7E4715
45,5438,How to watch the first presidential debate,Real,F6430A
138,5446,Obama Told Americans That Their Freedom Is Over And,Fake,8B4AE4
42,5453,National poll: Clinton leads Trump by 6,Real,B4EA27
85,5461,Barack Obama at Benjamin Netanyahu meeting: 'He is always very candid with us',Real,535FB1
115,5466,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,Fake,5D1A52
128,5466,DESPICABLE! Hillary Wants To Put Hero Cop Who Stopped Mall Terror Attack Out Of BUSINESS ⋆ Freedom Daily,Fake,719576
140,5466,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
143,5466,"ALERT: Police Pull Over ‘Islamic Refugee,’ Horrified To See What Was In The Car",Fake,19776E
115,5507,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,Fake,5D1A52
169,5507,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’",Fake,3D02CC
42,5508,National poll: Clinton leads Trump by 6,Real,B4EA27
75,5508,Tim Kaine on Libertarian ticket: 'Everybody knows they're not going to win',Real,2C2ED2
45,5531,How to watch the first presidential debate,Real,F6430A
140,5547,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
109,5552,Californians Had Special Way to View the Eclipse… Now Hospitals Are Filling up,Fake,7E4715
140,5552,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
150,5554,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
45,5556,How to watch the first presidential debate,Real,F6430A
169,5564,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’",Fake,3D02CC
28,5579,“How Can we LEAD When we Can’t Even Control Our Own Cities?” [VIDEO] – Eagle Rising,Real,AB6B13
45,5583,How to watch the first presidential debate,Real,F6430A
98,5597,Clinton Foundation Spent 5.7% on Charity; Rest Went to “Salaries” and “Other Expenses” – Eagle Rising,Fake,3A6ED0
140,5624,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
140,5666,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
140,5670,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
140,5688,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
140,5707,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
23,5714,Dem congressman to IRS: Audit the Trump Foundation,Real,5C5CB8
45,5714,How to watch the first presidential debate,Real,F6430A
45,5726,How to watch the first presidential debate,Real,F6430A
150,5731,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
45,5771,How to watch the first presidential debate,Real,F6430A
140,5793,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
23,5846,Dem congressman to IRS: Audit the Trump Foundation,Real,5C5CB8
45,5846,How to watch the first presidential debate,Real,F6430A
45,5849,How to watch the first presidential debate,Real,F6430A
140,5867,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
140,5881,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
17,5886,Jeb Bush to lecture at Harvard this fall,Real,A26558
138,5899,Obama Told Americans That Their Freedom Is Over And,Fake,8B4AE4
140,5901,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
140,5902,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
140,5904,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
17,5905,Jeb Bush to lecture at Harvard this fall,Real,A26558
45,5906,How to watch the first presidential debate,Real,F6430A
42,5911,National poll: Clinton leads Trump by 6,Real,B4EA27
150,5912,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
140,5918,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
23,5920,Dem congressman to IRS: Audit the Trump Foundation,Real,5C5CB8
45,5920,How to watch the first presidential debate,Real,F6430A
115,5939,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,Fake,5D1A52
138,5948,Obama Told Americans That Their Freedom Is Over And,Fake,8B4AE4
115,5962,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,Fake,5D1A52
140,5962,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
45,5965,How to watch the first presidential debate,Real,F6430A
45,5973,How to watch the first presidential debate,Real,F6430A
140,5994,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
10,5996,"Donald Trump: Drugs a 'Very, Very Big Factor' in Charlotte Protests",Real,8FFAFB
21,5996,Anthony Weiner Under Federal Investigation for Alleged Sexting With a Minor,Real,9C8FAF
31,5996,Clinton: ‘The next 50 days will determine the next 50 years’,Real,C2F13C
41,5996,Joe Biden Slams Donald Trump's Comment That Housing Crisis Was 'Good Business',Real,92F413
42,5996,National poll: Clinton leads Trump by 6,Real,B4EA27
45,5996,How to watch the first presidential debate,Real,F6430A
78,5996,Insiders: The heat is on Hillary,Real,232D46
115,5999,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,Fake,5D1A52
140,6003,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
34,6009,Sacramento mayor punches pie thrower,Real,581460
42,6009,National poll: Clinton leads Trump by 6,Real,B4EA27
51,6009,Trump labels Clinton 'weak and ineffective' in wake of bombings,Real,229D27
138,6018,Obama Told Americans That Their Freedom Is Over And,Fake,8B4AE4
140,6018,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
109,6022,Californians Had Special Way to View the Eclipse… Now Hospitals Are Filling up,Fake,7E4715
10,6054,"Donald Trump: Drugs a 'Very, Very Big Factor' in Charlotte Protests",Real,8FFAFB
21,6054,Anthony Weiner Under Federal Investigation for Alleged Sexting With a Minor,Real,9C8FAF
30,6054,"Obama wears hat, breaking ‘Politics 101’ rule on headgear",Real,A0E7B2
31,6054,Clinton: ‘The next 50 days will determine the next 50 years’,Real,C2F13C
41,6054,Joe Biden Slams Donald Trump's Comment That Housing Crisis Was 'Good Business',Real,92F413
42,6054,National poll: Clinton leads Trump by 6,Real,B4EA27
78,6054,Insiders: The heat is on Hillary,Real,232D46
98,6078,Clinton Foundation Spent 5.7% on Charity; Rest Went to “Salaries” and “Other Expenses” – Eagle Rising,Fake,3A6ED0
109,6078,Californians Had Special Way to View the Eclipse… Now Hospitals Are Filling up,Fake,7E4715
140,6085,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
45,6118,How to watch the first presidential debate,Real,F6430A
45,6121,How to watch the first presidential debate,Real,F6430A
42,6125,National poll: Clinton leads Trump by 6,Real,B4EA27
169,6134,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’",Fake,3D02CC
98,6145,Clinton Foundation Spent 5.7% on Charity; Rest Went to “Salaries” and “Other Expenses” – Eagle Rising,Fake,3A6ED0
45,6163,How to watch the first presidential debate,Real,F6430A
169,6169,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’",Fake,3D02CC
41,6173,Joe Biden Slams Donald Trump's Comment That Housing Crisis Was 'Good Business',Real,92F413
140,6190,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
121,6202,"Homosexual Thinks Muslims Will Accept Him, Instantly Learns How They Deal With LGBT",Fake,78D9FA
150,6221,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
45,6223,How to watch the first presidential debate,Real,F6430A
45,6258,How to watch the first presidential debate,Real,F6430A
150,6322,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
138,6336,Obama Told Americans That Their Freedom Is Over And,Fake,8B4AE4
34,6345,Sacramento mayor punches pie thrower,Real,581460
109,6349,Californians Had Special Way to View the Eclipse… Now Hospitals Are Filling up,Fake,7E4715
169,6350,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’",Fake,3D02CC
150,6354,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
140,6367,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
140,6370,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
17,6373,Jeb Bush to lecture at Harvard this fall,Real,A26558
140,6391,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
150,6404,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
45,6451,How to watch the first presidential debate,Real,F6430A
140,6472,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
140,6498,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
45,6505,How to watch the first presidential debate,Real,F6430A
45,6554,How to watch the first presidential debate,Real,F6430A
150,6563,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
42,6576,National poll: Clinton leads Trump by 6,Real,B4EA27
115,6591,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,Fake,5D1A52
140,6591,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
10,6600,"Donald Trump: Drugs a 'Very, Very Big Factor' in Charlotte Protests",Real,8FFAFB
42,6630,National poll: Clinton leads Trump by 6,Real,B4EA27
45,6630,How to watch the first presidential debate,Real,F6430A
34,6647,Sacramento mayor punches pie thrower,Real,581460
140,6679,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
169,6690,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’",Fake,3D02CC
140,6695,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
45,6742,How to watch the first presidential debate,Real,F6430A
45,6757,How to watch the first presidential debate,Real,F6430A
150,6764,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
115,6784,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,Fake,5D1A52
140,6784,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
140,6785,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
23,6815,Dem congressman to IRS: Audit the Trump Foundation,Real,5C5CB8
41,6815,Joe Biden Slams Donald Trump's Comment That Housing Crisis Was 'Good Business',Real,92F413
42,6815,National poll: Clinton leads Trump by 6,Real,B4EA27
45,6815,How to watch the first presidential debate,Real,F6430A
45,6821,How to watch the first presidential debate,Real,F6430A
109,6857,Californians Had Special Way to View the Eclipse… Now Hospitals Are Filling up,Fake,7E4715
45,6860,How to watch the first presidential debate,Real,F6430A
23,6869,Dem congressman to IRS: Audit the Trump Foundation,Real,5C5CB8
45,6869,How to watch the first presidential debate,Real,F6430A
34,6876,Sacramento mayor punches pie thrower,Real,581460
140,6880,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
169,6880,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’",Fake,3D02CC
150,6901,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
75,6914,Tim Kaine on Libertarian ticket: 'Everybody knows they're not going to win',Real,2C2ED2
132,6918,Clinton's Exploited Haiti Earthquake ‘to Steal Billions of Dollars from the Sick and Starving’ ⋆ Freedom Daily,Fake,7253B0
45,6920,How to watch the first presidential debate,Real,F6430A
140,6938,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
51,6939,Trump labels Clinton 'weak and ineffective' in wake of bombings,Real,229D27
140,6943,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
140,6946,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
45,6949,How to watch the first presidential debate,Real,F6430A
42,6955,National poll: Clinton leads Trump by 6,Real,B4EA27
115,6962,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,Fake,5D1A52
140,6962,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
45,7026,How to watch the first presidential debate,Real,F6430A
150,7041,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
45,7048,How to watch the first presidential debate,Real,F6430A
45,7082,How to watch the first presidential debate,Real,F6430A
45,7103,How to watch the first presidential debate,Real,F6430A
169,7109,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’",Fake,3D02CC
115,7116,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,Fake,5D1A52
45,7129,How to watch the first presidential debate,Real,F6430A
138,7137,Obama Told Americans That Their Freedom Is Over And,Fake,8B4AE4
140,7194,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
45,7202,How to watch the first presidential debate,Real,F6430A
45,7242,How to watch the first presidential debate,Real,F6430A
140,7261,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
34,7277,Sacramento mayor punches pie thrower,Real,581460
17,7295,Jeb Bush to lecture at Harvard this fall,Real,A26558
150,7313,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",Fake,F466AA
140,7316,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
140,7335,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
78,7337,Insiders: The heat is on Hillary,Real,232D46
115,7345,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,Fake,5D1A52
140,7352,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,Fake,A8E571
45,7367,How to watch the first presidential debate,Real,F6430A
10,7373,"Donald Trump: Drugs a 'Very, Very Big Factor' in Charlotte Protests",Real,8FFAFB
21,7373,Anthony Weiner Under Federal Investigation for Alleged Sexting With a Minor,Real,9C8FAF
41,7373,Joe Biden Slams Donald Trump's Comment That Housing Crisis Was 'Good Business',Real,92F413
42,7373,National poll: Clinton leads Trump by 6,Real,B4EA27
45,7375,How to watch the first presidential debate,Real,F6430A
45,7392,How to watch the first presidential debate,Real,F6430A
115,7397,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,Fake,5D1A52
